step,key,value,unit,source
0,train.loss,2.310377597808838,cross_entropy,EXPERIMENT
0,train.accuracy,0.125,fraction,EXPERIMENT
50,validation.loss,1.2054556310653686,cross_entropy,EXPERIMENT
50,validation.accuracy,0.7461,fraction,EXPERIMENT
50,train.loss,1.1812063455581665,cross_entropy,EXPERIMENT
50,train.accuracy,0.765625,fraction,EXPERIMENT
100,validation.loss,0.5470497014999389,cross_entropy,EXPERIMENT
100,validation.accuracy,0.8614,fraction,EXPERIMENT
100,train.loss,0.5877730250358582,cross_entropy,EXPERIMENT
100,train.accuracy,0.84375,fraction,EXPERIMENT
150,validation.loss,0.39841254014968874,cross_entropy,EXPERIMENT
150,validation.accuracy,0.8935,fraction,EXPERIMENT
150,train.loss,0.3366224467754364,cross_entropy,EXPERIMENT
150,train.accuracy,0.9296875,fraction,EXPERIMENT
200,validation.loss,0.33562349095344546,cross_entropy,EXPERIMENT
200,validation.accuracy,0.9057,fraction,EXPERIMENT
200,train.loss,0.39712247252464294,cross_entropy,EXPERIMENT
200,train.accuracy,0.890625,fraction,EXPERIMENT
250,validation.loss,0.3001792119503021,cross_entropy,EXPERIMENT
250,validation.accuracy,0.9135,fraction,EXPERIMENT
250,train.loss,0.2813875377178192,cross_entropy,EXPERIMENT
250,train.accuracy,0.921875,fraction,EXPERIMENT
300,validation.loss,0.27639377856254577,cross_entropy,EXPERIMENT
300,validation.accuracy,0.9208,fraction,EXPERIMENT
300,train.loss,0.3369865417480469,cross_entropy,EXPERIMENT
300,train.accuracy,0.921875,fraction,EXPERIMENT
313,train.epoch_loss,0.6702392172813415,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.834675,fraction,EXPERIMENT
313,validation.loss,0.2739445189476013,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9216,fraction,EXPERIMENT
313,performance.examples_per_second,1869.1728361725093,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,21.399840199854225,seconds,EXPERIMENT
313,system.cpu.percent,99.9,percent,SYSTEM
313,system.memory.used_mb,358.3203125,MB,SYSTEM
350,validation.loss,0.2628729444265366,cross_entropy,EXPERIMENT
350,validation.accuracy,0.9257,fraction,EXPERIMENT
350,train.loss,0.2570129334926605,cross_entropy,EXPERIMENT
350,train.accuracy,0.8984375,fraction,EXPERIMENT
400,validation.loss,0.23759599671363832,cross_entropy,EXPERIMENT
400,validation.accuracy,0.9319,fraction,EXPERIMENT
400,train.loss,0.2525814175605774,cross_entropy,EXPERIMENT
400,train.accuracy,0.9296875,fraction,EXPERIMENT
450,validation.loss,0.22703487622737883,cross_entropy,EXPERIMENT
450,validation.accuracy,0.9357,fraction,EXPERIMENT
450,train.loss,0.22168512642383575,cross_entropy,EXPERIMENT
450,train.accuracy,0.9140625,fraction,EXPERIMENT
500,validation.loss,0.21197693228721617,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9411,fraction,EXPERIMENT
500,train.loss,0.17067676782608032,cross_entropy,EXPERIMENT
500,train.accuracy,0.9453125,fraction,EXPERIMENT
550,validation.loss,0.21200982880592345,cross_entropy,EXPERIMENT
550,validation.accuracy,0.9418,fraction,EXPERIMENT
550,train.loss,0.2427295595407486,cross_entropy,EXPERIMENT
550,train.accuracy,0.9296875,fraction,EXPERIMENT
600,validation.loss,0.20407450184822082,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9425,fraction,EXPERIMENT
600,train.loss,0.19010883569717407,cross_entropy,EXPERIMENT
600,train.accuracy,0.953125,fraction,EXPERIMENT
626,train.epoch_loss,0.2175282034635544,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.938525,fraction,EXPERIMENT
626,validation.loss,0.1899490127325058,cross_entropy,EXPERIMENT
626,validation.accuracy,0.9478,fraction,EXPERIMENT
626,performance.examples_per_second,1701.3312193763445,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,23.51100099994801,seconds,EXPERIMENT
626,system.cpu.percent,100.0,percent,SYSTEM
626,system.memory.used_mb,358.390625,MB,SYSTEM
650,validation.loss,0.17999999010562898,cross_entropy,EXPERIMENT
650,validation.accuracy,0.9464,fraction,EXPERIMENT
650,train.loss,0.13466772437095642,cross_entropy,EXPERIMENT
650,train.accuracy,0.96875,fraction,EXPERIMENT
700,validation.loss,0.17460007433891298,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9514,fraction,EXPERIMENT
700,train.loss,0.09131445735692978,cross_entropy,EXPERIMENT
700,train.accuracy,0.9765625,fraction,EXPERIMENT
750,validation.loss,0.17666169281005858,cross_entropy,EXPERIMENT
750,validation.accuracy,0.9464,fraction,EXPERIMENT
750,train.loss,0.0908440575003624,cross_entropy,EXPERIMENT
750,train.accuracy,0.9765625,fraction,EXPERIMENT
800,validation.loss,0.16579115099906921,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9527,fraction,EXPERIMENT
800,train.loss,0.21092823147773743,cross_entropy,EXPERIMENT
800,train.accuracy,0.9375,fraction,EXPERIMENT
850,validation.loss,0.16032247673273087,cross_entropy,EXPERIMENT
850,validation.accuracy,0.954,fraction,EXPERIMENT
850,train.loss,0.11305570602416992,cross_entropy,EXPERIMENT
850,train.accuracy,0.96875,fraction,EXPERIMENT
900,validation.loss,0.15817429614067077,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9552,fraction,EXPERIMENT
900,train.loss,0.1661078929901123,cross_entropy,EXPERIMENT
900,train.accuracy,0.9453125,fraction,EXPERIMENT
939,train.epoch_loss,0.14906434890031814,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.9579,fraction,EXPERIMENT
939,validation.loss,0.15333644279241562,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9559,fraction,EXPERIMENT
939,performance.examples_per_second,1718.113499346834,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,23.281349000055343,seconds,EXPERIMENT
939,system.cpu.percent,100.0,percent,SYSTEM
939,system.memory.used_mb,358.3359375,MB,SYSTEM
940,test.loss,0.14556248733401297,cross_entropy,EXPERIMENT
940,test.accuracy,0.9577,fraction,EXPERIMENT
940,performance.run_duration_seconds,70.48928910004906,seconds,EXPERIMENT
