step,key,value,unit,source
0,train.loss,2.319720506668091,cross_entropy,EXPERIMENT
0,train.accuracy,0.0625,fraction,EXPERIMENT
50,validation.loss,1.2275700834274292,cross_entropy,EXPERIMENT
50,validation.accuracy,0.7183,fraction,EXPERIMENT
50,train.loss,1.2116131782531738,cross_entropy,EXPERIMENT
50,train.accuracy,0.75,fraction,EXPERIMENT
100,validation.loss,0.5864846440315247,cross_entropy,EXPERIMENT
100,validation.accuracy,0.8509,fraction,EXPERIMENT
100,train.loss,0.6392199397087097,cross_entropy,EXPERIMENT
100,train.accuracy,0.8515625,fraction,EXPERIMENT
150,validation.loss,0.41709840569496154,cross_entropy,EXPERIMENT
150,validation.accuracy,0.8938,fraction,EXPERIMENT
150,train.loss,0.4827136993408203,cross_entropy,EXPERIMENT
150,train.accuracy,0.8828125,fraction,EXPERIMENT
200,validation.loss,0.33836071376800536,cross_entropy,EXPERIMENT
200,validation.accuracy,0.906,fraction,EXPERIMENT
200,train.loss,0.3908146023750305,cross_entropy,EXPERIMENT
200,train.accuracy,0.9296875,fraction,EXPERIMENT
250,validation.loss,0.30253129963874814,cross_entropy,EXPERIMENT
250,validation.accuracy,0.9149,fraction,EXPERIMENT
250,train.loss,0.30396994948387146,cross_entropy,EXPERIMENT
250,train.accuracy,0.9296875,fraction,EXPERIMENT
300,validation.loss,0.2699544031381607,cross_entropy,EXPERIMENT
300,validation.accuracy,0.9216,fraction,EXPERIMENT
300,train.loss,0.2982003092765808,cross_entropy,EXPERIMENT
300,train.accuracy,0.9140625,fraction,EXPERIMENT
313,train.epoch_loss,0.6857401891946793,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.822075,fraction,EXPERIMENT
313,validation.loss,0.2703969608068466,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9236,fraction,EXPERIMENT
313,performance.examples_per_second,1712.5069748728529,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,23.35756910010241,seconds,EXPERIMENT
313,system.cpu.percent,100.0,percent,SYSTEM
313,system.memory.used_mb,358.421875,MB,SYSTEM
350,validation.loss,0.25877649374008177,cross_entropy,EXPERIMENT
350,validation.accuracy,0.923,fraction,EXPERIMENT
350,train.loss,0.2528414726257324,cross_entropy,EXPERIMENT
350,train.accuracy,0.9140625,fraction,EXPERIMENT
400,validation.loss,0.23826270205974578,cross_entropy,EXPERIMENT
400,validation.accuracy,0.9313,fraction,EXPERIMENT
400,train.loss,0.2781708240509033,cross_entropy,EXPERIMENT
400,train.accuracy,0.9296875,fraction,EXPERIMENT
450,validation.loss,0.22829379720687867,cross_entropy,EXPERIMENT
450,validation.accuracy,0.933,fraction,EXPERIMENT
450,train.loss,0.1762738823890686,cross_entropy,EXPERIMENT
450,train.accuracy,0.953125,fraction,EXPERIMENT
500,validation.loss,0.2151824038386345,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9362,fraction,EXPERIMENT
500,train.loss,0.12566988170146942,cross_entropy,EXPERIMENT
500,train.accuracy,0.9609375,fraction,EXPERIMENT
550,validation.loss,0.2037443522453308,cross_entropy,EXPERIMENT
550,validation.accuracy,0.94,fraction,EXPERIMENT
550,train.loss,0.18162621557712555,cross_entropy,EXPERIMENT
550,train.accuracy,0.9609375,fraction,EXPERIMENT
600,validation.loss,0.19325101504325867,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9438,fraction,EXPERIMENT
