step,key,value,unit,source
0,train.loss,2.31831955909729,cross_entropy,EXPERIMENT
0,train.accuracy,0.140625,fraction,EXPERIMENT
50,train.loss,1.6973713636398315,cross_entropy,EXPERIMENT
50,train.accuracy,0.5078125,fraction,EXPERIMENT
100,train.loss,0.7148376703262329,cross_entropy,EXPERIMENT
100,train.accuracy,0.8046875,fraction,EXPERIMENT
150,train.loss,0.5268764495849609,cross_entropy,EXPERIMENT
150,train.accuracy,0.84375,fraction,EXPERIMENT
200,train.loss,0.5480518937110901,cross_entropy,EXPERIMENT
200,train.accuracy,0.875,fraction,EXPERIMENT
250,train.loss,0.4247260093688965,cross_entropy,EXPERIMENT
250,train.accuracy,0.84375,fraction,EXPERIMENT
300,train.loss,0.42649370431900024,cross_entropy,EXPERIMENT
300,train.accuracy,0.90625,fraction,EXPERIMENT
313,train.epoch_loss,0.788179984498024,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.778825,fraction,EXPERIMENT
313,validation.loss,0.29018615612983706,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9157,fraction,EXPERIMENT
313,performance.examples_per_second,3971.640422111314,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,10.071405200054869,seconds,EXPERIMENT
313,system.cpu.percent,59.9,percent,SYSTEM
313,system.memory.used_mb,375.5625,MB,SYSTEM
350,train.loss,0.21890856325626373,cross_entropy,EXPERIMENT
350,train.accuracy,0.9296875,fraction,EXPERIMENT
400,train.loss,0.18937040865421295,cross_entropy,EXPERIMENT
400,train.accuracy,0.9375,fraction,EXPERIMENT
450,train.loss,0.22052031755447388,cross_entropy,EXPERIMENT
450,train.accuracy,0.9375,fraction,EXPERIMENT
500,train.loss,0.14708110690116882,cross_entropy,EXPERIMENT
500,train.accuracy,0.9609375,fraction,EXPERIMENT
550,train.loss,0.10066568106412888,cross_entropy,EXPERIMENT
550,train.accuracy,0.9921875,fraction,EXPERIMENT
600,train.loss,0.11894164979457855,cross_entropy,EXPERIMENT
600,train.accuracy,0.984375,fraction,EXPERIMENT
626,train.epoch_loss,0.2196378123641014,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.936,fraction,EXPERIMENT
626,validation.loss,0.17041645550727844,cross_entropy,EXPERIMENT
626,validation.accuracy,0.949,fraction,EXPERIMENT
626,performance.examples_per_second,4013.8705719938107,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,9.965443399967626,seconds,EXPERIMENT
626,system.cpu.percent,59.5,percent,SYSTEM
626,system.memory.used_mb,375.8984375,MB,SYSTEM
650,train.loss,0.19448667764663696,cross_entropy,EXPERIMENT
650,train.accuracy,0.9296875,fraction,EXPERIMENT
700,train.loss,0.13926191627979279,cross_entropy,EXPERIMENT
700,train.accuracy,0.9609375,fraction,EXPERIMENT
750,train.loss,0.1055816113948822,cross_entropy,EXPERIMENT
750,train.accuracy,0.9765625,fraction,EXPERIMENT
800,train.loss,0.1106378510594368,cross_entropy,EXPERIMENT
800,train.accuracy,0.984375,fraction,EXPERIMENT
850,train.loss,0.10136662423610687,cross_entropy,EXPERIMENT
850,train.accuracy,0.9765625,fraction,EXPERIMENT
900,train.loss,0.16793882846832275,cross_entropy,EXPERIMENT
900,train.accuracy,0.9453125,fraction,EXPERIMENT
939,train.epoch_loss,0.13594030194282533,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.9605,fraction,EXPERIMENT
939,validation.loss,0.11750868932008743,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9644,fraction,EXPERIMENT
939,performance.examples_per_second,3869.383878281003,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,10.337563100038096,seconds,EXPERIMENT
939,system.cpu.percent,64.1,percent,SYSTEM
939,system.memory.used_mb,378.09765625,MB,SYSTEM
940,test.loss,0.10243524742126466,cross_entropy,EXPERIMENT
940,test.accuracy,0.9698,fraction,EXPERIMENT
940,performance.run_duration_seconds,32.293855799827725,seconds,EXPERIMENT
