step,key,value,unit,source
0,train.loss,2.319002151489258,cross_entropy,EXPERIMENT
0,train.accuracy,0.1484375,fraction,EXPERIMENT
50,validation.loss,1.1214737144470215,cross_entropy,EXPERIMENT
50,validation.accuracy,0.7417,fraction,EXPERIMENT
50,train.loss,1.1062970161437988,cross_entropy,EXPERIMENT
50,train.accuracy,0.765625,fraction,EXPERIMENT
100,validation.loss,0.527192701625824,cross_entropy,EXPERIMENT
100,validation.accuracy,0.8765,fraction,EXPERIMENT
100,train.loss,0.5610109567642212,cross_entropy,EXPERIMENT
100,train.accuracy,0.8828125,fraction,EXPERIMENT
150,validation.loss,0.39123259773254393,cross_entropy,EXPERIMENT
150,validation.accuracy,0.8939,fraction,EXPERIMENT
150,train.loss,0.48563194274902344,cross_entropy,EXPERIMENT
150,train.accuracy,0.8828125,fraction,EXPERIMENT
200,validation.loss,0.33858973236083983,cross_entropy,EXPERIMENT
200,validation.accuracy,0.9067,fraction,EXPERIMENT
200,train.loss,0.42631831765174866,cross_entropy,EXPERIMENT
200,train.accuracy,0.890625,fraction,EXPERIMENT
250,validation.loss,0.3010535170555115,cross_entropy,EXPERIMENT
250,validation.accuracy,0.9158,fraction,EXPERIMENT
250,train.loss,0.30270320177078247,cross_entropy,EXPERIMENT
250,train.accuracy,0.90625,fraction,EXPERIMENT
300,validation.loss,0.2728240424633026,cross_entropy,EXPERIMENT
300,validation.accuracy,0.9234,fraction,EXPERIMENT
300,train.loss,0.15544039011001587,cross_entropy,EXPERIMENT
300,train.accuracy,0.96875,fraction,EXPERIMENT
313,train.epoch_loss,0.6492426472187042,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.8335,fraction,EXPERIMENT
313,validation.loss,0.27130093183517456,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9236,fraction,EXPERIMENT
313,performance.examples_per_second,2299.376021760728,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,17.396023800130934,seconds,EXPERIMENT
313,system.cpu.percent,59.4,percent,SYSTEM
313,system.memory.used_mb,358.7890625,MB,SYSTEM
350,validation.loss,0.26076104753017426,cross_entropy,EXPERIMENT
350,validation.accuracy,0.9258,fraction,EXPERIMENT
350,train.loss,0.21639838814735413,cross_entropy,EXPERIMENT
350,train.accuracy,0.90625,fraction,EXPERIMENT
400,validation.loss,0.2423409327507019,cross_entropy,EXPERIMENT
400,validation.accuracy,0.929,fraction,EXPERIMENT
400,train.loss,0.26497504115104675,cross_entropy,EXPERIMENT
400,train.accuracy,0.9296875,fraction,EXPERIMENT
450,validation.loss,0.22412570133209228,cross_entropy,EXPERIMENT
450,validation.accuracy,0.9346,fraction,EXPERIMENT
450,train.loss,0.3007581830024719,cross_entropy,EXPERIMENT
450,train.accuracy,0.90625,fraction,EXPERIMENT
500,validation.loss,0.20817671236991883,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9429,fraction,EXPERIMENT
500,train.loss,0.13328275084495544,cross_entropy,EXPERIMENT
500,train.accuracy,0.96875,fraction,EXPERIMENT
550,validation.loss,0.1964768935918808,cross_entropy,EXPERIMENT
550,validation.accuracy,0.9414,fraction,EXPERIMENT
550,train.loss,0.20096969604492188,cross_entropy,EXPERIMENT
550,train.accuracy,0.9375,fraction,EXPERIMENT
600,validation.loss,0.18849499592781066,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9455,fraction,EXPERIMENT
600,train.loss,0.2424585521221161,cross_entropy,EXPERIMENT
600,train.accuracy,0.921875,fraction,EXPERIMENT
626,train.epoch_loss,0.21008175126314163,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.940175,fraction,EXPERIMENT
626,validation.loss,0.18190816934108733,cross_entropy,EXPERIMENT
626,validation.accuracy,0.9481,fraction,EXPERIMENT
626,performance.examples_per_second,2297.886281249345,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,17.407301800092682,seconds,EXPERIMENT
626,system.cpu.percent,59.9,percent,SYSTEM
626,system.memory.used_mb,358.83203125,MB,SYSTEM
650,validation.loss,0.18110190072059631,cross_entropy,EXPERIMENT
650,validation.accuracy,0.9467,fraction,EXPERIMENT
650,train.loss,0.14382636547088623,cross_entropy,EXPERIMENT
650,train.accuracy,0.96875,fraction,EXPERIMENT
700,validation.loss,0.17836932332515718,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9483,fraction,EXPERIMENT
700,train.loss,0.12504564225673676,cross_entropy,EXPERIMENT
700,train.accuracy,0.953125,fraction,EXPERIMENT
750,validation.loss,0.17798997402191163,cross_entropy,EXPERIMENT
750,validation.accuracy,0.946,fraction,EXPERIMENT
750,train.loss,0.10856572538614273,cross_entropy,EXPERIMENT
750,train.accuracy,0.953125,fraction,EXPERIMENT
800,validation.loss,0.16866126084327698,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9493,fraction,EXPERIMENT
800,train.loss,0.11943983286619186,cross_entropy,EXPERIMENT
800,train.accuracy,0.9609375,fraction,EXPERIMENT
850,validation.loss,0.15905984443426133,cross_entropy,EXPERIMENT
850,validation.accuracy,0.9544,fraction,EXPERIMENT
850,train.loss,0.19266578555107117,cross_entropy,EXPERIMENT
850,train.accuracy,0.9375,fraction,EXPERIMENT
900,validation.loss,0.15121459474563598,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9567,fraction,EXPERIMENT
900,train.loss,0.1219518631696701,cross_entropy,EXPERIMENT
900,train.accuracy,0.96875,fraction,EXPERIMENT
939,train.epoch_loss,0.14503766988515854,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.958325,fraction,EXPERIMENT
939,validation.loss,0.15032050037384034,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9565,fraction,EXPERIMENT
939,performance.examples_per_second,2312.9222474456983,examples/second,EXPERIMENT
