step,key,value,unit,source
0,train.loss,2.31831955909729,cross_entropy,EXPERIMENT
0,train.accuracy,0.140625,fraction,EXPERIMENT
50,validation.loss,1.6364274223327637,cross_entropy,EXPERIMENT
50,validation.accuracy,0.5585,fraction,EXPERIMENT
50,train.loss,1.6973713636398315,cross_entropy,EXPERIMENT
50,train.accuracy,0.5078125,fraction,EXPERIMENT
100,validation.loss,0.6962846090316772,cross_entropy,EXPERIMENT
100,validation.accuracy,0.8165,fraction,EXPERIMENT
100,train.loss,0.7148376703262329,cross_entropy,EXPERIMENT
100,train.accuracy,0.8046875,fraction,EXPERIMENT
150,validation.loss,0.4736030800819397,cross_entropy,EXPERIMENT
150,validation.accuracy,0.8665,fraction,EXPERIMENT
150,train.loss,0.5268764495849609,cross_entropy,EXPERIMENT
150,train.accuracy,0.84375,fraction,EXPERIMENT
200,validation.loss,0.38648538150787354,cross_entropy,EXPERIMENT
200,validation.accuracy,0.8896,fraction,EXPERIMENT
200,train.loss,0.5480518937110901,cross_entropy,EXPERIMENT
200,train.accuracy,0.875,fraction,EXPERIMENT
250,validation.loss,0.33317148394584656,cross_entropy,EXPERIMENT
250,validation.accuracy,0.9033,fraction,EXPERIMENT
250,train.loss,0.4247260093688965,cross_entropy,EXPERIMENT
250,train.accuracy,0.84375,fraction,EXPERIMENT
300,validation.loss,0.2978640877723694,cross_entropy,EXPERIMENT
300,validation.accuracy,0.9143,fraction,EXPERIMENT
300,train.loss,0.42649370431900024,cross_entropy,EXPERIMENT
300,train.accuracy,0.90625,fraction,EXPERIMENT
313,train.epoch_loss,0.788179984498024,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.778825,fraction,EXPERIMENT
313,validation.loss,0.29018615612983706,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9157,fraction,EXPERIMENT
313,performance.examples_per_second,1400.102479799736,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,28.569337300024927,seconds,EXPERIMENT
313,system.cpu.percent,100.0,percent,SYSTEM
313,system.memory.used_mb,371.3984375,MB,SYSTEM
350,validation.loss,0.26987514214515684,cross_entropy,EXPERIMENT
350,validation.accuracy,0.9199,fraction,EXPERIMENT
350,train.loss,0.21890856325626373,cross_entropy,EXPERIMENT
350,train.accuracy,0.9296875,fraction,EXPERIMENT
400,validation.loss,0.24686877508163452,cross_entropy,EXPERIMENT
400,validation.accuracy,0.926,fraction,EXPERIMENT
400,train.loss,0.18937040865421295,cross_entropy,EXPERIMENT
400,train.accuracy,0.9375,fraction,EXPERIMENT
450,validation.loss,0.23139587597846986,cross_entropy,EXPERIMENT
450,validation.accuracy,0.9302,fraction,EXPERIMENT
450,train.loss,0.22052031755447388,cross_entropy,EXPERIMENT
450,train.accuracy,0.9375,fraction,EXPERIMENT
500,validation.loss,0.20709882397651672,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9382,fraction,EXPERIMENT
500,train.loss,0.14708110690116882,cross_entropy,EXPERIMENT
500,train.accuracy,0.9609375,fraction,EXPERIMENT
550,validation.loss,0.19137221727371215,cross_entropy,EXPERIMENT
550,validation.accuracy,0.9425,fraction,EXPERIMENT
550,train.loss,0.10066568106412888,cross_entropy,EXPERIMENT
550,train.accuracy,0.9921875,fraction,EXPERIMENT
