step,key,value,unit,source
0,train.loss,2.319310188293457,cross_entropy,EXPERIMENT
0,train.accuracy,0.046875,fraction,EXPERIMENT
50,validation.loss,1.2107518615722657,cross_entropy,EXPERIMENT
50,validation.accuracy,0.7223,fraction,EXPERIMENT
50,train.loss,1.2715167999267578,cross_entropy,EXPERIMENT
50,train.accuracy,0.7109375,fraction,EXPERIMENT
100,validation.loss,0.5734980771064758,cross_entropy,EXPERIMENT
100,validation.accuracy,0.8594,fraction,EXPERIMENT
100,train.loss,0.6117503046989441,cross_entropy,EXPERIMENT
100,train.accuracy,0.8515625,fraction,EXPERIMENT
150,validation.loss,0.41145517015457156,cross_entropy,EXPERIMENT
150,validation.accuracy,0.8855,fraction,EXPERIMENT
150,train.loss,0.449007511138916,cross_entropy,EXPERIMENT
150,train.accuracy,0.8828125,fraction,EXPERIMENT
200,validation.loss,0.3443974510192871,cross_entropy,EXPERIMENT
200,validation.accuracy,0.903,fraction,EXPERIMENT
200,train.loss,0.4587780833244324,cross_entropy,EXPERIMENT
200,train.accuracy,0.890625,fraction,EXPERIMENT
250,validation.loss,0.3013311308860779,cross_entropy,EXPERIMENT
250,validation.accuracy,0.9118,fraction,EXPERIMENT
250,train.loss,0.4010150134563446,cross_entropy,EXPERIMENT
250,train.accuracy,0.8515625,fraction,EXPERIMENT
300,validation.loss,0.27251167452335356,cross_entropy,EXPERIMENT
300,validation.accuracy,0.9228,fraction,EXPERIMENT
300,train.loss,0.3545011281967163,cross_entropy,EXPERIMENT
300,train.accuracy,0.9140625,fraction,EXPERIMENT
313,train.epoch_loss,0.6788731085538864,cross_entropy,EXPERIMENT
313,train.epoch_accuracy,0.82495,fraction,EXPERIMENT
313,validation.loss,0.26666277837753294,cross_entropy,EXPERIMENT
313,validation.accuracy,0.9272,fraction,EXPERIMENT
313,performance.examples_per_second,1806.340101115297,examples/second,EXPERIMENT
313,performance.epoch_duration_seconds,22.144224100047722,seconds,EXPERIMENT
313,system.cpu.percent,99.0,percent,SYSTEM
313,system.memory.used_mb,358.92578125,MB,SYSTEM
350,validation.loss,0.2574985889911652,cross_entropy,EXPERIMENT
350,validation.accuracy,0.9265,fraction,EXPERIMENT
350,train.loss,0.2312401980161667,cross_entropy,EXPERIMENT
350,train.accuracy,0.953125,fraction,EXPERIMENT
400,validation.loss,0.23258708056211472,cross_entropy,EXPERIMENT
400,validation.accuracy,0.9332,fraction,EXPERIMENT
400,train.loss,0.17446298897266388,cross_entropy,EXPERIMENT
400,train.accuracy,0.9453125,fraction,EXPERIMENT
450,validation.loss,0.22622751240730285,cross_entropy,EXPERIMENT
450,validation.accuracy,0.932,fraction,EXPERIMENT
450,train.loss,0.20035114884376526,cross_entropy,EXPERIMENT
450,train.accuracy,0.953125,fraction,EXPERIMENT
500,validation.loss,0.20945459513664247,cross_entropy,EXPERIMENT
500,validation.accuracy,0.9393,fraction,EXPERIMENT
500,train.loss,0.11869949102401733,cross_entropy,EXPERIMENT
500,train.accuracy,0.96875,fraction,EXPERIMENT
550,validation.loss,0.19406244323253632,cross_entropy,EXPERIMENT
550,validation.accuracy,0.9439,fraction,EXPERIMENT
550,train.loss,0.09373917430639267,cross_entropy,EXPERIMENT
550,train.accuracy,0.984375,fraction,EXPERIMENT
600,validation.loss,0.19055165355205536,cross_entropy,EXPERIMENT
600,validation.accuracy,0.9443,fraction,EXPERIMENT
600,train.loss,0.11538804322481155,cross_entropy,EXPERIMENT
600,train.accuracy,0.9609375,fraction,EXPERIMENT
626,train.epoch_loss,0.21350858579874038,cross_entropy,EXPERIMENT
626,train.epoch_accuracy,0.93915,fraction,EXPERIMENT
626,validation.loss,0.1865865600705147,cross_entropy,EXPERIMENT
626,validation.accuracy,0.947,fraction,EXPERIMENT
626,performance.examples_per_second,1697.3685703566312,examples/second,EXPERIMENT
626,performance.epoch_duration_seconds,23.565889399964362,seconds,EXPERIMENT
626,system.cpu.percent,100.0,percent,SYSTEM
626,system.memory.used_mb,358.9765625,MB,SYSTEM
650,validation.loss,0.1826918822169304,cross_entropy,EXPERIMENT
650,validation.accuracy,0.9466,fraction,EXPERIMENT
650,train.loss,0.16333286464214325,cross_entropy,EXPERIMENT
650,train.accuracy,0.9765625,fraction,EXPERIMENT
700,validation.loss,0.17414184243679046,cross_entropy,EXPERIMENT
700,validation.accuracy,0.9499,fraction,EXPERIMENT
700,train.loss,0.12149377912282944,cross_entropy,EXPERIMENT
700,train.accuracy,0.9609375,fraction,EXPERIMENT
750,validation.loss,0.16798197158575057,cross_entropy,EXPERIMENT
750,validation.accuracy,0.9527,fraction,EXPERIMENT
750,train.loss,0.11061045527458191,cross_entropy,EXPERIMENT
750,train.accuracy,0.984375,fraction,EXPERIMENT
800,validation.loss,0.16438341205120086,cross_entropy,EXPERIMENT
800,validation.accuracy,0.9519,fraction,EXPERIMENT
800,train.loss,0.15008942782878876,cross_entropy,EXPERIMENT
800,train.accuracy,0.9609375,fraction,EXPERIMENT
850,validation.loss,0.1582245527148247,cross_entropy,EXPERIMENT
850,validation.accuracy,0.9544,fraction,EXPERIMENT
850,train.loss,0.16517579555511475,cross_entropy,EXPERIMENT
850,train.accuracy,0.953125,fraction,EXPERIMENT
900,validation.loss,0.15952959530353547,cross_entropy,EXPERIMENT
900,validation.accuracy,0.9529,fraction,EXPERIMENT
900,train.loss,0.1759616881608963,cross_entropy,EXPERIMENT
900,train.accuracy,0.9453125,fraction,EXPERIMENT
939,train.epoch_loss,0.14736723268032073,cross_entropy,EXPERIMENT
939,train.epoch_accuracy,0.957,fraction,EXPERIMENT
939,validation.loss,0.15258049216270447,cross_entropy,EXPERIMENT
939,validation.accuracy,0.9552,fraction,EXPERIMENT
939,performance.examples_per_second,1717.9216611185548,examples/second,EXPERIMENT
939,performance.epoch_duration_seconds,23.283948800060898,seconds,EXPERIMENT
939,system.cpu.percent,100.0,percent,SYSTEM
939,system.memory.used_mb,358.921875,MB,SYSTEM
940,test.loss,0.14282228780090808,cross_entropy,EXPERIMENT
940,test.accuracy,0.9572,fraction,EXPERIMENT
940,performance.run_duration_seconds,71.30837929993868,seconds,EXPERIMENT
